-19.2632,0.4930,0.0061,-1.4967,-0.3365,-1.4981,-0.4844,0.7313,1.0000
-19.3191,0.1890,-1.6407,-1.8688,-0.3049,-0.5264,-0.4340,-0.2541,1.0000
-19.8555,0.6904,0.2303,-2.5101,-1.8530,-1.2670,0.0872,-0.7166,1.0000
-18.4827,0.4669,-1.9972,-0.1869,-0.7212,0.6772,0.6563,2.9913,1.0000
-13.0941,0.0323,-3.3106,-0.0296,0.9287,2.2866,-1.0115,-0.3421,1.0000
-18.5573,0.6004,1.3840,-2.2009,-1.0495,-2.1881,-0.0816,-0.5832,1.0000
-17.2791,0.6797,-2.7478,-0.7994,-1.2529,2.3446,0.2637,-0.1087,1.0000
-17.4895,-0.5276,-3.1989,0.0106,-0.1414,2.6164,0.5496,0.1509,1.0000
-19.3071,-0.0252,-0.7702,-1.7346,0.6887,-0.8436,-1.6801,-0.1915,1.0000
-17.2232,-0.3733,1.7363,-2.0368,0.4921,-2.5818,-1.6880,-1.9245,1.0000
-18.4199,0.4513,0.4926,-1.3731,1.7008,-1.9253,-2.3008,-1.5396,1.0000
-19.5219,0.6743,0.2692,-2.4131,-1.7895,-1.1818,0.1611,-0.7115,1.0000
-18.8248,0.6819,1.6267,-2.1123,-0.9698,-2.3646,-0.0581,-0.2263,1.0000
-17.7044,0.1159,-3.5556,-0.7932,-0.5479,1.8662,-0.1528,0.1401,1.0000
-20.3630,0.7323,1.1752,-2.3336,-1.0993,-2.4838,-0.2111,-0.0133,1.0000
-18.0533,1.0711,-1.7280,-0.2148,0.2317,0.6201,-0.5969,2.9206,1.0000
-15.0193,0.1656,-0.9302,0.8968,0.4768,0.8667,0.6871,2.3175,1.0000
-19.8200,0.4046,-0.8854,-1.7085,-0.2850,-1.0507,-0.6621,0.5957,1.0000
-17.5678,0.3364,-2.4557,-1.3549,-0.7117,0.8351,-0.1805,-0.5966,1.0000
-18.8928,-0.3546,-1.0691,-1.7434,0.9089,-0.9953,-1.7913,-1.0899,1.0000
-18.4672,-0.0309,-2.3387,-1.4431,0.0064,0.5412,-0.7965,-0.6763,1.0000
-20.0464,0.6396,0.5133,-1.8329,-0.7116,-1.9488,-0.1213,0.5552,1.0000
-12.6224,-0.8324,0.7412,-0.9558,1.4874,-1.6483,-1.7284,-1.8253,1.0000
-12.7714,-2.5257,-1.7172,1.5963,1.0983,2.4773,1.9977,-0.0571,1.0000
-16.7086,0.8516,-1.4992,0.0231,0.4142,0.3253,-0.5785,3.1850,1.0000
21.4823,-0.6276,-1.2647,-3.8984,-2.6426,3.4163,-0.8822,1.8268,2.0000
6.6278,7.9672,-3.4313,5.3524,1.9334,0.7913,2.2904,-2.8204,2.0000
9.9813,5.2962,-4.4206,6.0864,-0.2352,-1.0457,-2.7202,-2.3584,2.0000
18.0450,1.8796,-6.4598,0.4789,-1.2957,-0.6785,-0.8328,1.1161,2.0000
13.2965,2.0667,-3.6181,11.3512,-1.2303,-2.8508,-1.9756,-3.1906,2.0000
21.5029,3.4466,-6.4100,0.9398,0.1029,-4.6380,2.9013,-1.6313,2.0000
-10.5945,10.8135,-1.5357,1.7411,5.8378,0.6356,-2.8471,-3.5833,2.0000
7.0069,5.5955,5.6450,2.6296,-2.5147,3.3846,1.7612,-0.5208,2.0000
14.1629,0.4965,-6.1534,4.2031,-1.7368,-2.5546,-0.5288,0.2624,2.0000
11.8198,4.9872,-3.4967,4.1335,0.8505,-0.0368,-1.3346,3.4937,2.0000
5.7194,6.4796,3.0956,8.9411,3.2689,1.5278,-2.2449,-1.9367,2.0000
6.3489,7.0217,-3.3511,6.4745,2.1818,-0.6947,-0.9480,-2.7741,2.0000
18.3399,6.8592,-1.8896,-0.8669,1.4289,-0.3208,-4.7551,6.0053,2.0000
20.7690,2.2477,6.0374,-6.0794,5.0282,-3.6207,-0.9631,2.8088,2.0000
-5.8495,9.0800,3.0089,0.9350,-4.3190,2.1672,3.6117,-1.2764,2.0000
11.2422,-1.5212,-1.0072,-0.4116,-4.8100,0.9551,-1.4373,1.5014,2.0000
27.1630,5.4697,-0.2885,-4.1191,3.4978,-1.3237,4.5059,-2.8459,2.0000
14.9459,8.2130,-2.2959,0.6639,0.7356,1.0075,-0.2161,-0.6301,2.0000
21.4945,5.1551,-4.7395,2.5592,-0.6014,-2.6803,-0.2203,1.0807,2.0000
26.3675,2.7932,-2.7531,-5.0994,1.8970,-0.2972,2.7875,2.5434,2.0000
25.7685,6.2448,-0.9231,-2.5156,2.7112,-0.2996,3.0789,0.2781,2.0000
20.9340,3.6577,-5.1721,0.8358,0.3303,-1.1603,-0.1645,2.7307,2.0000
12.8365,-0.7239,1.1296,5.7715,-4.0947,-3.0819,-2.0629,-2.1795,2.0000
16.6241,4.1719,3.4023,3.3076,-3.6916,-1.8611,-1.4757,-2.5432,2.0000
12.7775,2.1659,7.3857,-0.5401,-0.3167,2.8450,-2.8340,-3.8207,2.0000
17.1113,0.3994,4.7863,2.5568,-2.1594,1.9479,-5.9044,-5.0029,3.0000
12.7452,-6.7996,-6.0924,4.8141,0.4830,-2.9264,3.4654,0.6070,3.0000
9.2482,-5.3656,-4.8268,5.0402,-2.4373,-2.6328,1.1832,-0.1586,3.0000
-6.3995,-2.4081,4.3840,3.2403,2.9062,-0.9392,2.7391,-2.5789,3.0000
0.5320,-7.2821,1.6514,2.1418,1.7553,-3.3148,-0.7144,-0.8129,3.0000
9.9948,-6.0335,-4.7598,3.6654,-3.0325,-1.5334,1.8122,-0.1740,3.0000
9.1415,-2.3525,1.7289,1.5564,-4.9241,-0.1522,1.0738,0.7476,3.0000
0.1438,-7.6676,2.3486,5.2832,-0.7098,0.4256,4.7798,0.1043,3.0000
-0.6488,-7.2060,4.0182,4.3247,0.4414,0.7650,5.7989,2.4020,3.0000
13.6151,-8.4857,-5.9529,-4.0690,-0.5584,-1.0778,-1.2644,-0.2730,3.0000
19.1600,-4.4755,-1.5257,-3.3394,-0.0223,4.2671,-1.7928,0.6671,3.0000
23.6647,-5.5923,-2.2360,-5.9581,2.4290,4.9027,0.8527,0.2754,3.0000
6.8691,-6.6868,-7.5999,-6.1547,-0.1125,-0.8211,-3.6819,-0.9777,3.0000
16.8354,-8.5961,-3.9041,-2.9221,1.0658,1.5195,3.3164,-1.5737,3.0000
-7.3535,-3.5668,4.2177,2.8883,2.1828,-0.8548,2.4696,-3.3084,3.0000
-0.7289,-4.7307,3.4005,2.4785,-1.5071,1.1800,4.8563,-0.5270,3.0000
11.9252,-8.7968,-0.7918,1.2641,-1.3530,1.5821,-1.9721,-0.4832,3.0000
-0.1704,-6.7505,0.6240,1.6950,0.8969,1.8908,5.0097,0.0415,3.0000
-2.9201,-5.3669,4.7831,1.1684,1.8039,-2.5454,0.3017,-0.5909,3.0000
